FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
783,"販","marketing",2017-04-24 21:49:00,2017-08-20,7,4,25
784,"爪","claw",2017-05-29 14:04:22,2017-07-29,6,5,20
785,"妥","gentle",2017-04-03 10:15:45,2017-07-28,7,4,27
786,"乳","milk",2017-04-26 22:12:03,2017-09-02,7,6,30
787,"浮","floating",2017-05-12 07:20:35,2017-09-19,7,6,30
788,"淫","lewd",2017-04-22 23:04:42,2017-08-12,7,7,25
789,"将","leader",2017-05-15 14:44:12,2017-07-07,6,8,29
790,"奨","exhort",2017-06-06 07:14:46,2017-06-22,4,22,50
791,"采","grab",2017-05-29 13:57:13,2017-08-01,6,7,24
792,"採","pick",2017-05-29 21:27:38,2017-06-13,4,21,47
793,"菜","vegetable",2017-04-18 17:38:05,2017-08-11,7,6,28
794,"受","accept",2017-04-03 10:29:38,2017-07-26,7,6,30
795,"授","impart",2017-04-26 07:46:26,2017-08-18,7,14,38
796,"愛","love",2017-05-28 13:29:12,2017-08-02,6,6,29
797,"曖","unclear",2017-04-26 07:46:26,2017-09-02,7,11,34
798,"払","pay",2017-04-27 11:43:01,2017-09-07,7,7,30
799,"広","wide",2017-04-26 22:02:43,2017-08-31,7,2,16
800,"勾","hooked",2017-04-17 12:35:22,2017-08-10,7,7,29
801,"拡","broaden",2017-04-21 20:31:29,2017-06-17,6,9,26
802,"鉱","mineral",2017-04-18 17:44:21,2017-08-14,7,5,30
803,"弁","valve",2017-04-18 17:38:05,2017-08-05,7,2,19
804,"雄","male",2017-05-22 09:20:59,2017-09-19,7,19,53
805,"台","pedestal",2017-05-15 14:32:42,2017-06-12,5,4,16
806,"怠","neglect",2017-04-03 10:22:20,2017-08-09,7,11,37
807,"治","reign",2017-05-29 21:30:26,2017-06-12,4,7,28
808,"冶","metallurgy",2017-06-06 07:10:59,2017-07-09,5,7,23
809,"始","commence",2017-04-24 21:51:16,2017-08-29,7,5,26
810,"胎","womb",2017-06-02 11:30:29,2017-06-14,4,7,26
811,"窓","window",2017-04-24 15:21:48,2017-08-07,7,11,41
812,"去","gone",2017-04-05 19:35:27,2017-08-18,7,8,30
813,"法","method",2017-05-30 12:21:31,2017-06-15,4,17,34
814,"会","meeting",2017-04-17 12:35:22,2017-08-12,7,6,27
815,"至","climax",2017-06-04 11:14:25,2017-07-06,5,12,34
816,"室","room",2017-05-22 13:53:46,2017-07-26,6,8,39
817,"到","arrival",2017-04-09 10:37:08,2017-08-13,7,7,31
818,"致","doth",2017-06-03 21:25:28,2017-06-20,4,14,37
819,"互","mutually",2017-04-18 17:55:37,2017-08-26,7,3,23
820,"棄","abandon",2017-06-05 21:43:27,2017-06-09,2,22,47
821,"育","bring up",2017-04-24 21:51:16,2017-08-28,7,6,30
822,"撤","remove",2017-05-29 13:12:58,2017-07-22,6,11,32
823,"充","allot",2017-05-28 12:18:18,2017-08-05,6,7,31
824,"銃","gun",2017-05-28 12:18:18,2017-06-14,4,7,22
825,"硫","sulfur",2017-06-03 17:23:42,2017-06-11,3,19,48
826,"流","current",2017-05-31 11:18:09,2017-08-01,6,12,36
827,"允","license",2017-04-18 17:35:16,2017-06-18,6,4,22
828,"唆","tempt",2017-05-31 07:39:28,2017-06-15,4,13,37
829,"出","exit",2017-05-07 22:55:37,2017-07-09,6,3,19
830,"山","mountain",2016-12-13 11:16:08,2017-11-08,8,0,9
831,"拙","bungling",2017-06-04 11:14:26,2017-06-10,3,6,21
832,"岩","boulder",2017-05-02 09:44:22,2017-08-15,7,3,19
833,"炭","charcoal",2017-05-22 13:55:55,2017-07-11,6,7,28
834,"岐","branch off",2017-04-17 14:10:16,2017-08-19,7,3,19
835,"峠","mountain pass",2017-04-27 11:34:28,2017-08-30,7,5,29
836,"崩","crumble",2017-04-05 19:39:45,2017-08-08,7,5,27
837,"密","secrecy",2017-06-03 17:20:21,2017-06-17,4,10,34
838,"蜜","honey",2017-05-28 12:58:30,2017-07-28,6,8,27
839,"嵐","storm",2017-04-09 11:08:58,2017-08-10,7,8,38
840,"崎","promontory",2017-05-31 07:39:27,2017-06-13,4,13,42
841,"崖","bluffs",2017-06-05 21:07:12,2017-06-10,3,13,26
842,"入","enter",2017-04-03 10:08:47,2017-11-13,8,5,19
843,"込","crowded",2017-04-24 21:49:01,2017-07-01,6,6,31
844,"分","part",2017-05-27 22:40:14,2017-09-20,7,3,20
845,"貧","poverty",2017-05-29 14:07:47,2017-07-23,6,8,35
846,"頒","partition",2017-05-28 12:28:24,2017-07-02,5,6,25
847,"公","public",2017-05-02 09:44:13,2017-08-28,7,1,14
848,"松","pine tree",2017-05-03 07:14:50,2017-09-01,7,3,23
849,"翁","venerable old man",2017-05-31 11:19:54,2017-07-23,6,14,40
850,"訟","sue",2017-05-24 22:31:22,2017-06-10,4,7,24
851,"谷","valley",2017-05-30 08:17:41,2017-08-03,6,4,23
852,"浴","bathe",2017-03-28 08:45:47,2017-08-06,7,5,26
853,"容","contain",2017-05-29 13:34:16,2017-07-29,6,2,15
854,"溶","melt",2017-05-26 09:57:41,2017-06-21,5,14,41
855,"欲","longing",2017-04-09 10:34:42,2017-08-04,7,11,39
856,"裕","abundant",2017-06-03 17:17:20,2017-07-07,5,7,29
857,"鉛","lead (metal)",2017-04-21 20:34:53,2017-08-13,7,5,26
858,"沿","run alongside",2017-06-01 11:49:44,2017-08-02,6,7,28
859,"賞","prize",2017-03-21 22:15:26,2017-07-31,7,7,28
860,"党","party",2017-06-01 07:00:16,2017-07-28,6,7,32
861,"堂","hall",2017-05-22 13:55:55,2017-07-16,6,7,27
862,"常","usual",2017-03-21 09:55:17,2017-07-12,7,7,34
863,"裳","skirt",2017-05-05 12:00:24,2017-07-03,6,7,27
864,"掌","manipulate",2017-06-06 22:38:44,2017-06-09,2,19,52
865,"皮","pelt",2017-05-15 14:26:42,2017-09-01,7,2,18
866,"波","waves",2017-04-27 07:18:25,2017-08-16,7,2,19
867,"婆","old woman",2017-05-30 16:50:49,2017-06-11,4,9,29
868,"披","expose",2017-04-26 09:52:49,2017-08-24,7,4,27
869,"破","rend",2017-04-17 14:25:18,2017-08-11,7,6,29
870,"被","incur",2017-05-28 13:38:58,2017-07-19,6,10,33
871,"残","remainder",2017-06-08 23:42:10,2017-07-08,5,12,34
872,"殉","martyrdom",2017-04-18 17:41:57,2017-08-14,7,4,23
873,"殊","particularly",2017-04-17 14:08:24,2017-08-23,7,5,27
874,"殖","augment",2017-03-28 09:10:32,2017-08-10,7,6,33
875,"列","file",2017-05-22 13:48:20,2017-07-29,6,5,20
876,"裂","split",2017-05-30 07:07:10,2017-06-12,4,15,40
877,"烈","ardent",2017-04-24 21:51:17,2017-08-23,7,7,27
878,"死","death",2017-06-03 17:20:21,2017-09-06,6,7,29
879,"葬","interment",2017-06-08 23:49:11,2017-06-19,4,7,30
880,"瞬","wink",2017-04-26 11:15:12,2017-09-07,7,9,29
881,"耳","ear",2017-05-02 12:04:35,2017-09-03,7,2,20
882,"取","take",2017-04-03 10:18:45,2017-07-27,7,5,24
883,"趣","gist",2017-04-26 09:54:53,2017-08-14,7,8,32
884,"最","utmost",2017-06-04 22:21:59,2017-06-18,4,7,25
885,"撮","snapshot",2017-04-04 09:08:19,2017-07-22,7,10,36
886,"恥","shame",2017-05-28 13:29:12,2017-06-29,5,19,51
887,"職","post",2017-05-28 10:51:44,2017-09-13,7,9,45
888,"聖","holy",2017-05-29 21:31:58,2017-06-12,4,18,43
889,"敢","daring",2017-06-05 21:16:15,2017-06-17,4,10,29
890,"聴","listen",2017-06-07 23:50:11,2017-06-22,4,10,39
891,"懐","pocket",2017-04-18 17:38:05,2017-08-07,7,5,28
892,"慢","ridicule(mandala)",2017-04-17 12:35:22,2017-08-15,7,20,56
893,"漫","loose(manga)",2017-04-18 17:54:58,2017-08-05,7,11,35
894,"買","buy",2017-06-02 11:22:44,2017-07-25,6,3,18
895,"置","placement",2017-05-22 09:27:24,2017-06-21,5,13,42
896,"罰","penalty",2017-06-01 07:10:26,2017-06-15,4,23,55
897,"寧","rather",2017-06-01 07:16:13,2017-06-16,4,10,41
898,"濁","voiced",2017-05-26 10:00:52,2017-09-28,7,8,37
899,"環","ring",2017-06-05 18:40:00,2017-06-17,3,13,33
900,"還","send back",2017-04-26 07:41:52,2017-09-06,7,16,42
901,"夫","husband",2017-05-30 07:08:19,2017-09-27,7,6,23
902,"扶","aid",2017-04-26 09:54:53,2017-08-31,7,4,27
903,"渓","mountain stream",2017-05-30 07:07:11,2017-07-04,5,5,17
904,"規","standard",2017-04-05 19:36:59,2017-08-04,7,6,31
905,"替","exchange",2017-04-26 10:01:37,2017-09-06,7,8,30
906,"賛","approve",2017-03-21 22:17:08,2017-07-16,7,10,33
907,"潜","submerge",2017-04-09 10:25:10,2017-07-24,7,4,24
908,"失","lose",2017-03-14 09:56:29,2017-07-16,7,1,15
909,"鉄","iron",2017-06-01 07:10:27,2017-07-05,5,5,19
910,"迭","alternate",2017-04-26 22:02:43,2017-08-11,7,5,25
911,"臣","retainer",2017-05-15 14:32:42,2017-09-06,7,2,20
912,"姫","princess",2017-05-28 20:21:51,2017-08-04,6,12,43
913,"蔵","storehouse",2017-05-18 07:16:17,2017-07-20,6,10,36
914,"臓","entrails",2017-06-04 11:14:25,2017-06-09,3,22,56
915,"賢","intelligent",2017-05-28 12:28:23,2017-06-09,4,18,50
916,"腎","kidney",2017-06-06 07:10:59,2017-06-22,4,11,31
917,"堅","strict",2017-05-31 07:39:28,2017-07-05,5,9,31
918,"臨","look to",2017-06-04 12:21:58,2017-06-13,3,23,46
919,"覧","perusal",2017-06-03 17:32:09,2017-06-19,4,15,38
920,"巨","gigantic",2017-04-09 10:34:41,2017-08-06,7,2,14
921,"拒","repel",2017-04-26 10:01:37,2017-08-21,7,3,21
922,"力","power",2017-04-27 22:15:30,2017-08-29,7,1,14
923,"男","man",2017-04-03 10:08:47,2017-12-14,8,1,11
924,"労","labor",2017-04-22 23:05:07,2017-06-23,6,15,44
925,"募","recruit",2017-06-08 23:44:34,2017-07-12,5,11,31
926,"劣","inferiority",2017-05-18 07:09:14,2017-07-16,6,9,37
927,"功","achievement",2017-04-26 22:02:43,2017-08-22,7,3,21
928,"勧","persuade",2017-05-30 07:07:10,2017-06-15,4,12,27
929,"努","toil",2017-06-06 07:10:59,2017-06-17,4,15,37
930,"勃","uprising,suddenness",2017-05-29 14:04:22,2017-07-28,6,16,37
931,"励","encourage",2017-05-23 08:24:57,2017-06-21,5,14,29
932,"加","add",2017-04-22 23:04:42,2017-08-11,7,3,19
933,"賀","congratulations",2017-04-19 10:40:16,2017-08-21,7,5,30
934,"架","erect",2017-06-04 22:24:10,2017-06-15,4,10,33
935,"脇","armpit",2017-03-28 09:16:56,2017-08-01,7,3,23
936,"脅","threaten",2017-05-28 13:29:12,2017-06-24,5,8,34
937,"協","co-",2017-06-06 22:34:02,2017-08-13,6,13,38
938,"行","going",2017-03-19 11:38:56,2017-10-22,8,1,10
939,"律","rhythm",2017-05-23 08:08:12,2017-06-26,5,11,35
940,"復","restore",2017-05-28 12:58:30,2017-08-05,6,10,32
941,"得","gain",2017-05-16 12:20:53,2017-06-11,5,30,65
942,"従","accompany",2017-04-05 19:35:28,2017-06-10,6,4,18
943,"徒","junior",2017-04-26 07:37:33,2017-09-02,7,14,40
944,"待","wait",2017-04-05 19:36:59,2017-08-15,7,5,30
945,"往","journey",2017-05-16 07:07:55,2017-07-23,6,6,31
946,"征","subjugate",2017-04-26 07:50:32,2017-08-25,7,5,25
947,"径","diameter",2017-06-01 11:49:44,2017-07-27,6,10,32
948,"彼","he",2017-04-09 10:34:42,2017-08-15,7,2,20
949,"役","duty",2017-04-27 07:18:25,2017-08-11,7,5,26
950,"徳","benevolence",2017-04-20 21:06:45,2017-08-28,7,9,34
951,"徹","penetrate",2017-05-31 07:39:27,2017-06-25,5,5,23
952,"徴","indications",2017-04-26 07:46:26,2017-08-28,7,4,22
953,"懲","penal",2017-06-05 18:38:02,2017-06-14,3,22,47
954,"微","delicate",2017-05-15 14:26:42,2017-06-11,5,12,36
955,"街","boulevard",2017-06-08 23:44:34,2017-07-11,5,6,28
956,"桁","girder",2017-06-06 07:14:46,2017-07-04,5,10,30
957,"衡","equilibrium",2017-04-24 21:51:16,2017-08-30,7,11,34
958,"稿","draft",2017-05-30 12:49:10,2017-06-28,5,14,40
959,"稼","earnings",2017-05-29 13:12:58,2017-08-07,6,11,40
960,"程","extent",2017-04-05 19:36:59,2017-08-17,7,6,28
961,"税","tax",2017-04-22 23:05:07,2017-08-11,7,4,25
962,"稚","immature",2017-05-28 11:26:20,2017-06-26,5,7,29
963,"和","harmony",2017-06-02 11:22:45,2017-10-01,7,6,33
964,"移","shift",2017-04-27 07:18:25,2017-08-19,7,5,29
965,"秒","second",2017-04-17 13:38:01,2017-06-20,6,8,31
966,"秋","autumn",2017-05-03 07:07:09,2017-09-11,7,1,14
967,"愁","distress",2017-04-19 10:58:33,2017-08-31,7,9,38
968,"私","private",2017-02-15 09:08:13,2017-06-29,7,3,17
969,"秩","regularity",2017-04-19 10:56:33,2017-08-26,7,4,20
970,"秘","secret",2017-05-30 08:01:04,2017-06-30,5,9,33
971,"称","appellation",2017-05-16 07:07:55,2017-07-20,6,11,29
972,"利","profit",2017-05-06 23:38:56,2017-09-05,7,2,20
973,"梨","pear tree",2017-04-27 07:18:25,2017-08-23,7,4,27
974,"穫","harvest",2017-06-02 17:30:30,2017-07-01,5,13,35
975,"穂","ear of a plant",2017-04-26 10:01:37,2017-08-30,7,4,26
976,"稲","rice plant",2017-05-31 07:39:28,2017-06-25,5,6,26
977,"香","incense",2017-04-18 17:36:29,2017-08-08,7,3,22
978,"季","seasons",2017-04-22 23:04:42,2017-08-14,7,5,28
979,"委","committee",2017-03-14 10:37:13,2017-07-11,7,3,22
980,"秀","excel",2017-05-22 13:37:14,2017-07-11,6,4,19
981,"透","transparent",2017-05-29 13:34:16,2017-08-06,6,12,38
982,"誘","entice",2017-05-29 13:52:08,2017-07-23,6,12,35
983,"稽","training",2017-06-05 18:38:02,2017-06-13,3,20,43
984,"穀","cereals",2017-05-29 12:50:07,2017-06-14,4,9,32
985,"菌","germ",2017-06-01 07:10:27,2017-07-25,6,6,28
986,"萎","numb(fade away)",2017-04-20 20:44:15,2017-08-24,7,5,22
987,"米","rice",2017-04-03 10:06:44,2017-12-08,8,1,9
988,"粉","flour",2017-04-24 15:31:12,2017-09-01,7,7,35
989,"粘","sticky",2017-05-30 07:26:20,2017-07-01,5,7,27
990,"粒","grains",2017-04-26 07:54:06,2017-08-15,7,9,34
991,"粧","cosmetics",2017-06-03 17:23:42,2017-06-12,3,14,38
992,"迷","astray",2017-04-17 14:24:39,2017-08-25,7,3,21
993,"粋","chic",2017-04-26 09:54:53,2017-08-15,7,4,25
994,"謎","riddle",2017-04-27 07:11:45,2017-08-19,7,11,33
995,"糧","provisions",2017-04-09 10:31:29,2017-06-17,6,11,38
996,"菊","chrysanthemum",2017-05-18 07:09:14,2017-07-25,6,9,33
997,"奥","core",2017-05-31 11:13:16,2017-06-27,5,9,31
998,"数","number",2017-05-29 13:57:13,2017-07-25,6,10,28
999,"楼","watchtower",2017-05-15 14:41:25,2017-07-12,6,3,20
1000,"類","sort",2017-06-04 11:18:58,2017-06-09,3,18,47
1001,"漆","lacquer",2017-04-18 17:35:16,2017-08-23,7,12,36
1002,"膝","knee",2017-05-22 13:48:20,2017-07-12,6,6,24
1003,"様","Esq.",2017-05-30 07:07:11,2017-06-15,4,13,39
1004,"求","request",2017-05-28 11:26:20,2017-06-24,5,8,30
1005,"球","ball",2017-05-28 12:42:34,2017-06-25,5,10,31
1006,"救","salvation",2017-05-23 08:24:57,2017-06-21,5,19,46
1007,"竹","bamboo",2017-05-31 07:39:27,2017-07-29,6,3,19
1008,"笑","laugh",2017-04-26 10:01:37,2017-08-26,7,4,24
1009,"笠","bamboo hat",2017-05-07 22:46:01,2017-08-24,7,3,23
1010,"笹","bamboo grass",2017-04-24 21:52:07,2017-08-26,7,6,26
1011,"箋","stationery",2017-05-06 23:35:54,2017-08-30,7,6,19
1012,"筋","muscle",2017-04-03 10:22:20,2017-08-11,7,7,30
1013,"箱","box",2017-05-15 16:25:30,2017-07-04,6,8,33
1014,"筆","writing brush",2017-06-08 23:52:53,2017-06-14,3,9,34
1015,"筒","cylinder",2017-06-08 23:37:48,2017-06-17,3,10,29
1016,"等","etc.",2017-04-19 10:56:32,2017-08-17,7,5,28
1017,"算","calculate",2017-04-19 17:40:59,2017-08-23,7,8,37
1018,"答","solution",2017-04-21 20:34:52,2017-08-08,7,11,39
1019,"策","scheme",2017-05-30 20:51:12,2017-06-13,4,14,39
1020,"簿","register",2017-04-03 14:04:22,2017-06-10,6,13,43
1021,"築","fabricate",2017-05-31 07:39:27,2017-07-25,6,10,38
1022,"篭","basket",2017-06-01 11:49:44,2017-06-14,4,7,24
1023,"人","person",2016-11-22 21:11:25,2017-07-05,8,0,9
1024,"佐","assistant",2017-06-08 23:38:34,2017-09-26,7,7,22
1025,"侶","partner",2017-05-29 21:26:34,2017-06-12,4,9,25
1026,"但","however",2017-04-27 11:30:40,2017-08-12,7,4,24
1027,"住","dwell",2017-05-02 07:21:05,2017-06-28,6,11,24
1028,"位","rank",2017-06-01 07:16:13,2017-07-22,6,9,31
1029,"仲","go-between",2017-04-26 07:54:06,2017-08-17,7,5,28
1030,"体","body",2017-05-02 07:21:05,2017-07-08,6,4,20
1031,"悠","remote",2017-06-07 23:10:08,2017-06-19,4,31,60
1032,"件","affair",2017-04-27 06:58:11,2017-08-20,7,9,32
1033,"仕","attend",2017-04-24 21:49:00,2017-09-04,7,11,34
1034,"他","other",2017-02-15 09:32:48,2017-06-10,7,4,21
1035,"伏","prostrated",2017-04-26 22:09:48,2017-08-10,7,3,21
1036,"伝","transmit",2017-04-26 09:52:49,2017-08-10,7,4,20
1037,"仏","Buddha",2017-04-26 22:02:43,2017-09-08,7,4,27
1038,"休","rest",2017-05-27 22:39:03,2017-11-13,7,2,18
1039,"仮","provisional",2017-05-30 08:01:04,2017-06-25,5,13,41
1040,"伎","performing artist",2017-04-26 07:46:26,2017-09-05,7,8,22
1041,"伯","chief",2017-04-17 13:50:16,2017-08-04,7,5,25
1042,"俗","vulgar",2017-04-21 20:28:00,2017-08-20,7,2,15
1043,"信","faith",2017-05-15 14:32:42,2017-09-21,7,4,20
1044,"佳","excellent",2017-05-22 09:48:13,2017-09-05,7,4,27
1045,"依","reliant",2017-04-09 15:31:46,2017-08-04,7,4,25
1046,"例","example",2017-05-30 07:07:11,2017-06-13,4,23,49
1047,"個","individual",2017-05-28 13:38:58,2017-08-03,6,4,22
1048,"健","healthy",2017-05-22 12:14:36,2017-07-27,6,5,28
1049,"側","side",2017-05-23 08:24:57,2017-06-19,5,14,38
1050,"侍","waiter",2017-04-26 22:11:48,2017-09-06,7,4,20
1051,"停","halt",2017-06-05 18:45:32,2017-06-20,4,18,42
1052,"値","price",2017-06-03 21:25:28,2017-06-14,4,13,34
1053,"倣","emulate",2017-05-23 16:21:24,2017-06-09,4,12,39
1054,"傲","arrogance",2017-05-30 12:16:26,2017-06-11,4,16,39
1055,"倒","overthrow",2017-06-06 22:33:01,2017-06-20,4,16,42
1056,"偵","spy",2017-05-30 09:50:01,2017-06-28,5,8,30
1057,"僧","Buddhist priest",2017-04-24 15:42:14,2017-08-31,7,8,29
1058,"億","hundred million",2017-05-28 13:11:24,2017-07-25,6,6,30
1059,"儀","ceremony",2017-06-07 22:59:38,2017-06-22,4,15,42
1060,"償","reparation",2017-06-04 22:24:10,2017-06-21,4,25,48
1061,"仙","hermit",2017-05-07 22:46:01,2017-06-11,5,2,13
1062,"催","sponsor",2017-04-22 23:05:07,2017-08-17,7,3,21
1063,"仁","humanity",2017-03-19 11:38:56,2017-11-30,8,1,9
1064,"侮","scorn",2017-05-16 12:20:22,2017-06-13,5,14,37
1065,"使","use",2017-05-30 07:26:20,2017-06-13,4,10,26
1066,"便","convenience",2017-05-29 14:50:18,2017-07-22,6,8,30
1067,"倍","double",2017-05-30 09:45:30,2017-06-12,4,12,33
1068,"優","tenderness",2017-05-30 06:36:35,2017-06-10,3,24,43
1069,"伐","fell",2017-06-06 07:10:59,2017-07-10,5,10,35
1070,"宿","inn",2017-05-27 22:40:14,2017-09-26,7,4,21
1071,"傷","wound",2017-05-28 12:18:18,2017-06-10,4,17,36
1072,"保","protect",2017-05-28 20:37:30,2017-08-05,6,8,30
1073,"褒","praise",2017-04-06 21:37:39,2017-08-15,7,9,38
1074,"傑","greatness",2017-06-03 21:20:46,2017-07-04,5,16,42
1075,"付","adhere",2017-04-27 11:30:40,2017-09-03,7,2,18
1076,"符","token",2017-06-02 11:30:29,2017-06-09,3,12,37
1077,"府","municipality",2017-05-15 14:28:25,2017-06-18,5,13,35
1078,"任","responsibility",2017-06-05 21:34:41,2017-07-02,5,4,17
1079,"賃","fare",2017-06-04 22:17:06,2017-08-01,6,8,29
1080,"代","substitute",2017-04-22 23:04:42,2017-08-18,7,7,33
1081,"袋","sack",2017-05-28 11:12:43,2017-06-12,4,18,44
1082,"貸","lend",2017-06-05 21:16:15,2017-06-21,4,14,39
1083,"化","change",2017-03-08 10:49:44,2017-11-25,8,3,19
1084,"花","flower",2017-03-14 09:49:57,2017-11-28,8,4,16
1085,"貨","freight",2017-06-04 11:18:58,2017-06-17,4,13,36
1086,"傾","lean",2017-06-06 07:10:59,2017-06-22,4,20,52
1087,"何","what",2017-05-15 16:25:30,2017-07-13,6,8,27
1088,"荷","baggage",2017-05-28 12:18:18,2017-06-11,4,7,22
1089,"俊","sagacious",2017-06-06 15:51:12,2017-06-18,3,19,40
1090,"傍","bystander",2017-05-28 11:26:20,2017-06-24,5,15,43
1091,"俺","myself",2017-03-05 12:10:23,2017-07-06,7,9,29
1092,"久","long time",2017-01-17 09:43:20,2017-07-27,7,4,20
1093,"畝","furrow",2017-05-15 14:44:58,2017-07-09,6,8,31
1094,"囚","captured",2017-06-02 11:22:44,2017-06-28,5,6,23
1095,"内","inside",2017-05-16 12:02:11,2017-06-11,5,8,27
1096,"丙","third class",2017-04-26 10:01:37,2017-09-05,7,1,14
1097,"柄","design",2017-06-03 21:20:46,2017-06-09,3,17,48
1098,"肉","meat",2017-05-15 14:30:31,2017-09-08,7,1,14
1099,"腐","rot",2017-06-06 07:10:59,2017-08-05,6,8,33
1100,"座","sit",2017-06-01 07:00:16,2017-06-15,4,19,42
1101,"挫","sprain",2017-05-15 16:25:30,2017-07-08,6,14,33
1102,"卒","graduate",2017-05-30 07:07:11,2017-07-01,5,14,49
1103,"傘","umbrella",2017-06-01 07:10:27,2017-06-14,4,15,44
1104,"匁","monme",2017-06-03 17:17:20,2017-07-05,5,9,27
1105,"以","by means of",2017-05-18 07:04:45,2017-07-18,6,10,32
1106,"似","similar",2017-05-31 11:11:30,2017-06-16,4,19,46
1107,"併","join",2017-05-28 12:58:30,2017-07-26,6,8,35
1108,"瓦","tile",2017-04-19 16:21:30,2017-08-25,7,8,36
1109,"瓶","flower pot",2017-06-06 07:10:59,2017-06-14,3,21,52
1110,"宮","Shinto shrine",2017-03-28 09:16:56,2017-08-01,7,1,14
1111,"営","occupation",2017-06-06 22:33:01,2017-06-17,4,29,59
1112,"善","virtuous",2017-05-22 13:37:14,2017-07-12,6,13,45
1113,"膳","dining tray",2017-06-02 11:22:45,2017-06-13,4,16,35
1114,"年","year",2017-05-22 09:27:24,2017-06-23,5,3,18
1115,"夜","night",2017-06-06 22:35:27,2017-07-03,5,11,39
1116,"液","fluid",2017-05-31 07:39:28,2017-06-09,3,7,28
1117,"塚","hillock",2017-04-21 20:25:40,2017-08-17,7,7,32
1118,"幣","cash",2017-04-19 10:36:14,2017-08-16,7,6,24
1119,"蔽","cover over",2017-06-03 17:17:30,2017-06-18,4,15,33
1120,"弊","abuse",2017-05-30 12:21:31,2017-06-28,5,13,34
1121,"喚","yell",2017-05-28 20:21:51,2017-07-22,6,10,31
1122,"換","interchange",2017-05-30 07:07:11,2017-06-27,5,9,33
1123,"融","dissolve",2017-06-05 21:40:54,2017-06-21,4,22,49
1124,"施","alms",2017-05-29 22:57:54,2017-06-14,4,12,29
1125,"旋","rotation",2017-04-26 10:01:37,2017-08-24,7,11,36
1126,"遊","play",2017-04-26 07:54:06,2017-08-12,7,9,30
1127,"旅","trip",2017-05-22 09:27:24,2017-06-21,5,7,23
1128,"勿","not",2017-06-05 21:19:45,2017-06-21,4,7,21
1129,"物","thing",2017-06-05 18:40:00,2017-06-14,3,16,49
1130,"易","easy",2017-04-20 21:06:45,2017-08-15,7,12,41
1131,"賜","grant",2017-04-05 19:34:16,2017-06-13,6,11,28
1132,"尿","urine",2017-04-05 19:33:06,2017-07-28,7,3,20
1133,"尼","nun",2017-04-26 09:54:53,2017-08-15,7,1,14
1134,"尻","buttocks",2017-05-04 07:13:42,2017-09-10,7,5,21
1135,"泥","mud",2017-04-24 15:42:14,2017-06-16,6,6,25
1136,"塀","fence",2017-06-03 17:32:09,2017-06-16,4,12,37
1137,"履","footgear",2017-06-02 11:30:29,2017-06-18,4,14,31
1138,"屋","roof",2017-04-27 11:30:40,2017-08-15,7,8,26
1139,"握","grip",2017-05-05 15:41:15,2017-06-29,6,13,44
1140,"屈","yield",2017-04-26 07:37:33,2017-09-03,7,4,23
1141,"掘","dig",2017-05-30 09:45:30,2017-06-13,4,7,22
1142,"堀","ditch",2017-05-23 08:18:53,2017-06-24,5,16,43
1143,"居","reside",2017-05-31 07:39:27,2017-08-04,6,7,31
1144,"据","set",2017-05-31 11:18:09,2017-07-31,6,4,19
1145,"裾","hem",2017-06-08 23:53:34,2017-06-12,2,13,30
1146,"層","stratum",2017-06-06 07:11:00,2017-06-19,4,12,37
1147,"局","bureau",2017-04-26 07:50:32,2017-08-26,7,10,29
1148,"遅","slow",2017-03-28 09:10:32,2017-07-21,7,9,30
1149,"漏","leak",2017-05-30 07:58:21,2017-07-03,5,16,45
1150,"刷","printing",2017-04-27 07:13:37,2017-08-17,7,6,31
1151,"尺","shaku",2017-05-29 13:59:57,2017-07-22,6,3,20
1152,"尽","exhaust",2017-06-03 21:19:53,2017-06-20,4,8,23
1153,"沢","swamp",2017-03-14 10:25:37,2017-07-19,7,3,19
1154,"訳","translate",2017-04-27 07:00:12,2017-09-07,7,3,22
1155,"択","choose",2017-04-27 12:10:44,2017-09-02,7,8,32
1156,"昼","daytime",2017-04-26 07:55:51,2017-08-29,7,14,38
1157,"戸","door",2017-04-03 10:04:16,2017-11-10,8,1,9
1158,"肩","shoulder",2017-05-15 14:32:42,2017-09-14,7,5,26
1159,"房","tassel",2017-04-27 11:58:34,2017-08-27,7,11,42
1160,"扇","fan",2017-02-21 07:48:34,2017-07-05,7,4,23
1161,"炉","hearth",2017-04-24 21:51:17,2017-08-21,7,5,30
1162,"戻","re-",2017-05-04 07:06:36,2017-08-19,7,5,27
1163,"涙","tears",2017-06-02 16:14:34,2017-08-10,6,10,31
1164,"雇","employ",2017-05-29 12:55:13,2017-07-23,6,5,20
1165,"顧","look back",2017-06-05 21:34:41,2017-10-08,7,10,40
1166,"啓","disclose",2017-04-26 09:59:34,2017-08-27,7,9,29
1167,"示","show",2017-04-27 11:38:35,2017-08-24,7,3,23
1168,"礼","salutation",2017-05-29 13:38:13,2017-07-31,6,6,26
1169,"祥","auspicious",2017-05-30 08:17:41,2017-07-22,6,7,30
1170,"祝","celebrate",2017-05-29 13:10:33,2017-08-01,6,9,32
1171,"福","blessing",2017-06-02 11:30:29,2017-06-30,5,8,31
1172,"祉","welfare",2017-05-31 11:18:09,2017-06-16,4,11,38
