FrameNumber,Kanji,Keyword,LastReview,ExpireDate,LeitnerBox,FailCount,PassCount
1556,"血","blood",2017-05-08 15:59:09,2017-07-02,6,3,16
1557,"盆","basin",2017-05-28 20:45:26,2017-07-24,6,6,24
1558,"盟","alliance",2017-05-15 14:22:31,2017-06-16,5,6,26
1559,"盗","steal",2017-05-23 07:01:06,2017-06-20,5,12,36
1560,"温","warm",2017-06-06 07:10:59,2017-06-16,3,20,44
1561,"蓋","lid",2017-06-05 18:45:32,2017-06-18,4,21,39
1562,"監","oversee",2017-06-08 23:52:21,2017-06-22,4,15,34
1563,"濫","overflow",2017-04-26 10:01:37,2017-08-21,7,5,23
1564,"鑑","specimen",2017-06-01 13:26:16,2017-06-15,4,11,29
1565,"藍","indigo",2017-05-30 07:07:11,2017-06-15,4,9,23
1566,"猛","fierce",2017-05-30 08:17:41,2017-08-04,6,9,31
1567,"盛","boom",2017-05-30 08:16:10,2017-08-03,6,8,31
1568,"塩","salt",2017-06-06 07:10:59,2017-08-13,6,16,42
1569,"銀","silver",2017-04-27 07:00:12,2017-09-02,7,5,22
1570,"恨","resentment",2017-05-28 20:17:57,2017-07-31,6,10,33
1571,"根","root",2017-04-27 22:15:30,2017-08-15,7,3,21
1572,"即","instant",2017-05-15 14:26:42,2017-06-10,5,9,27
1573,"爵","baron",2017-06-08 23:44:34,2017-07-12,5,12,38
1574,"節","node",2017-05-30 07:26:20,2017-06-15,4,22,46
1575,"退","retreat",2017-05-26 22:48:48,2017-06-10,4,16,38
1576,"限","limit",2017-06-02 11:30:29,2017-08-02,6,7,28
1577,"眼","eyeball",2017-06-01 13:26:17,2017-06-18,4,13,36
1578,"良","good",2017-04-27 07:22:21,2017-08-18,7,1,15
1579,"朗","melodious",2017-06-06 07:10:59,2017-08-03,6,14,39
1580,"浪","wandering",2017-05-16 12:04:17,2017-06-17,5,9,29
1581,"娘","daughter",2017-05-29 13:38:13,2017-07-23,6,4,19
1582,"食","eat",2017-03-14 10:32:05,2017-07-08,7,2,14
1583,"飯","meal",2017-05-28 20:37:30,2017-06-11,4,7,26
1584,"飲","drink",2017-05-23 08:08:12,2017-06-25,5,6,19
1585,"飢","hungry",2017-05-29 13:12:58,2017-08-03,6,5,26
1586,"餓","starve",2017-05-30 09:19:10,2017-08-01,6,11,36
1587,"飾","decorate",2017-04-27 07:05:00,2017-09-01,7,8,32
1588,"餌","feed",2017-06-02 11:22:44,2017-06-14,4,15,29
1589,"館","Bldg.",2017-05-31 13:07:17,2017-07-28,6,10,33
1590,"餅","mochi",2017-05-15 14:28:25,2017-08-28,7,4,18
1591,"養","foster",2017-06-08 23:49:09,2017-06-22,4,12,39
1592,"飽","sated",2017-05-22 13:55:55,2017-07-25,6,4,21
1593,"既","previously",2017-05-28 13:29:12,2017-06-29,5,11,39
1594,"概","outline",2017-05-29 13:14:47,2017-06-14,4,8,24
1595,"慨","rue",2017-05-31 11:18:09,2017-08-08,6,8,30
1596,"平","even",2017-04-28 07:25:56,2017-08-20,7,5,25
1597,"呼","call",2017-05-28 12:28:23,2017-06-11,4,14,38
1598,"坪","two-mat area",2017-06-02 11:22:44,2017-06-10,3,11,34
1599,"評","evaluate",2017-06-01 07:10:26,2017-06-18,4,12,26
1600,"刈","reap",2017-04-22 23:04:42,2017-07-27,6,6,26
1601,"刹","moment(temple)",2017-06-04 11:24:01,2017-06-18,4,14,26
1602,"希","hope",2017-05-18 07:58:57,2017-06-22,5,15,35
1603,"凶","villain",2017-05-22 09:20:59,2017-06-17,5,10,29
1604,"胸","bosom",2017-06-07 23:50:11,2017-06-24,4,16,32
1605,"離","detach",2017-06-03 17:17:21,2017-07-08,5,20,47
1606,"璃","crystal",2017-06-05 21:19:45,2017-06-18,4,13,29
1607,"殺","kill",2017-06-01 07:10:27,2017-06-18,4,13,29
1608,"爽","bracing",2017-05-30 12:42:01,2017-07-30,6,11,26
1609,"純","genuine",2017-04-27 07:13:37,2017-08-31,7,6,30
1610,"頓","immediate",2017-05-31 08:39:09,2017-06-09,3,17,27
1611,"鈍","dull",2017-05-18 09:00:12,2017-06-18,5,12,33
1612,"辛","spicy",2017-06-02 16:14:34,2017-06-17,4,3,13
1613,"辞","resign",2017-06-04 22:27:00,2017-06-15,4,20,47
1614,"梓","catalpa",2017-06-03 17:23:42,2017-06-13,3,12,31
1615,"宰","superintend",2017-05-27 22:40:14,2017-09-11,7,6,26
1616,"壁","wall",2017-05-18 07:23:12,2017-06-20,5,16,40
1617,"璧","holed gem",2017-06-04 11:14:25,2017-06-15,4,17,42
1618,"避","evade",2017-06-02 11:30:29,2017-06-13,4,23,50
1619,"新","new",2017-04-19 10:52:59,2017-06-15,6,6,28
1620,"薪","firewood",2017-05-04 07:01:04,2017-08-30,7,8,29
1621,"親","parent",2017-04-19 16:07:41,2017-06-22,6,6,22
1622,"幸","happiness",2017-06-05 21:03:50,2017-07-31,6,8,32
1623,"執","tenacious",2017-06-03 06:18:49,2017-06-17,4,11,29
1624,"摯","clasp",2017-06-01 11:49:44,2017-06-15,4,24,44
1625,"報","report",2017-06-04 11:14:26,2017-06-21,4,15,42
1626,"叫","shout",2017-05-04 07:01:04,2017-08-18,7,8,32
1627,"糾","twist",2017-04-28 11:31:24,2017-08-19,7,6,31
1628,"収","income",2017-04-28 11:31:24,2017-08-23,7,12,38
1629,"卑","lowly",2017-05-31 07:39:27,2017-08-02,6,6,22
1630,"碑","tombstone",2017-05-30 09:45:30,2017-06-15,4,15,43
1631,"陸","land",2017-05-23 08:24:57,2017-06-25,5,11,32
1632,"睦","intimate",2017-04-24 21:52:07,2017-06-26,6,11,36
1633,"勢","forces",2017-04-28 11:49:14,2017-09-04,7,6,27
1634,"熱","heat",2017-05-30 07:26:20,2017-06-15,4,19,42
1635,"菱","diamond",2017-06-02 11:22:44,2017-08-04,6,7,28
1636,"陵","mausoleum",2017-06-02 17:28:40,2017-06-15,4,7,25
1637,"亥","sign of the hog",2017-05-22 09:20:59,2017-09-20,7,3,19
1638,"核","nucleus",2017-05-29 13:57:13,2017-08-02,6,9,32
1639,"刻","engrave",2017-06-05 21:14:45,2017-06-16,4,11,31
1640,"該","above-stated",2017-04-19 17:40:59,2017-09-01,7,3,21
1641,"骸","remains",2017-06-04 22:21:59,2017-06-19,4,16,33
1642,"劾","censure",2017-06-01 07:00:15,2017-07-04,5,14,40
1643,"述","mention",2017-06-04 11:14:25,2017-07-25,6,5,27
1644,"術","art",2017-05-14 19:01:26,2017-09-04,7,4,25
1645,"寒","cold",2017-04-06 07:55:05,2017-06-09,6,12,30
1646,"塞","block up",2017-06-04 11:30:35,2017-08-12,6,12,23
1647,"醸","brew",2017-06-04 22:17:06,2017-06-15,4,8,28
1648,"譲","defer",2017-06-08 23:45:37,2017-06-19,4,16,33
1649,"壌","lot",2017-05-15 14:22:31,2017-06-11,5,6,25
1650,"嬢","lass",2017-05-31 07:39:27,2017-08-06,6,7,24
1651,"毒","poison",2017-04-27 11:28:06,2017-08-17,7,10,36
1652,"素","elementary",2017-06-04 11:30:35,2017-07-29,6,10,32
1653,"麦","barley",2017-05-28 20:33:46,2017-06-10,4,5,20
1654,"青","blue",2017-06-04 11:14:25,2017-09-07,6,2,14
1655,"精","refined",2017-05-31 07:39:27,2017-08-03,6,5,25
1656,"請","solicit",2017-04-26 22:09:48,2017-08-29,7,4,25
1657,"情","feelings",2017-05-06 23:35:54,2017-09-01,7,5,26
1658,"晴","clear up",2017-05-29 12:47:27,2017-06-24,5,9,28
1659,"清","pure",2017-05-28 20:41:01,2017-07-18,6,8,30
1660,"静","quiet",2017-06-04 11:14:25,2017-06-09,3,18,44
1661,"責","blame",2017-05-30 08:16:10,2017-06-12,4,4,17
1662,"績","exploits",2017-05-28 12:42:34,2017-07-24,6,4,19
1663,"積","volume",2017-06-05 18:45:32,2017-07-27,6,5,19
1664,"債","bond",2017-06-06 07:10:59,2017-08-08,6,5,21
1665,"漬","pickling",2017-05-16 12:20:22,2017-06-20,5,4,16
1666,"表","surface",2017-05-30 12:42:01,2017-06-16,4,7,25
1667,"俵","bag",2017-06-01 07:16:13,2017-10-06,7,12,42
1668,"潔","undefiled",2017-06-03 17:17:20,2017-07-03,5,8,31
1669,"契","pledge",2017-05-30 07:07:11,2017-07-04,5,18,44
1670,"喫","consume",2017-06-04 11:14:25,2017-06-21,4,11,33
1671,"害","harm",2017-05-16 12:20:22,2017-06-16,5,6,27
1672,"轄","control",2017-05-18 07:09:25,2017-07-13,6,7,30
1673,"割","proportion",2017-05-29 13:34:16,2017-07-29,6,6,29
1674,"憲","constitution",2017-06-08 23:37:48,2017-06-17,3,12,36
1675,"生","life",2017-03-20 22:55:25,2017-06-19,6,1,13
1676,"星","star",2017-05-26 10:00:52,2017-09-15,7,4,23
1677,"醒","awakening",2017-05-28 20:21:51,2017-06-09,4,8,22
1678,"姓","surname",2017-05-15 14:30:31,2017-06-12,5,4,22
1679,"性","sex",2017-05-26 09:59:47,2017-11-08,7,2,19
1680,"牲","animal sacrifice",2017-06-02 11:22:44,2017-08-05,6,5,27
1681,"産","products",2017-05-28 10:51:44,2017-09-19,7,6,30
1682,"隆","hump",2017-06-02 17:35:23,2017-06-14,4,26,57
1683,"峰","summit",2017-05-31 07:39:28,2017-07-29,6,18,45
1684,"蜂","bee",2017-05-30 08:17:41,2017-07-29,6,4,19
1685,"縫","sew",2017-06-07 22:59:38,2017-06-20,4,19,49
1686,"拝","worship",2017-05-31 11:11:30,2017-06-14,4,11,29
1687,"寿","longevity",2017-05-31 07:39:28,2018-02-03,8,4,21
1688,"鋳","casting",2017-04-28 07:17:50,2017-08-31,7,5,31
1689,"籍","enroll",2017-04-18 17:43:32,2017-06-09,6,8,30
1690,"春","springtime",2017-06-02 11:22:44,2017-07-25,6,4,23
1691,"椿","camellia",2017-05-31 07:39:27,2017-07-23,6,10,36
1692,"泰","peaceful",2017-06-08 23:47:56,2017-06-21,4,24,50
1693,"奏","play music",2017-04-20 21:06:45,2017-06-29,6,12,42
1694,"実","reality",2017-05-28 10:51:44,2017-06-23,5,15,45
1695,"奉","dedicate",2017-06-01 07:10:27,2017-07-24,6,5,19
1696,"俸","stipend",2017-05-23 08:24:57,2017-06-21,5,16,46
1697,"棒","rod",2017-06-06 22:34:02,2017-08-03,6,7,25
1698,"謹","discreet",2017-05-26 22:48:48,2017-06-11,4,12,33
1699,"僅","trifle",2017-05-29 12:55:13,2017-07-30,6,12,26
1700,"勤","diligence",2017-06-03 21:20:46,2017-07-08,5,19,45
1701,"漢","Sino-",2017-05-28 11:30:58,2017-08-02,6,9,30
1702,"嘆","sigh",2017-05-23 07:01:06,2017-06-19,5,5,23
1703,"難","difficult",2017-06-01 07:00:15,2017-06-15,4,14,39
1704,"華","splendor",2017-06-02 16:14:34,2017-08-05,6,20,47
1705,"垂","droop",2017-06-03 17:20:21,2017-08-06,6,6,24
1706,"唾","saliva",2017-06-05 21:03:50,2017-08-10,6,9,26
1707,"睡","drowsy",2017-05-30 12:49:10,2017-07-25,6,9,31
1708,"錘","spindle",2017-05-29 13:29:44,2017-07-22,6,7,29
1709,"乗","ride",2017-06-04 22:24:10,2017-06-15,4,16,46
1710,"剰","surplus",2017-06-01 13:27:38,2017-08-02,6,20,40
1711,"今","now",2017-03-14 10:07:12,2017-12-07,8,1,9
1712,"含","include",2017-05-29 14:07:47,2017-08-01,6,5,26
1713,"貪","covet",2017-05-28 13:11:24,2017-08-03,6,11,24
1714,"吟","versify",2017-05-30 08:16:10,2017-07-26,6,11,34
1715,"念","wish",2017-05-28 12:58:30,2017-08-06,6,3,19
1716,"捻","wrench",2017-04-27 07:17:05,2017-08-10,7,6,21
1717,"琴","harp",2017-05-30 12:21:31,2017-07-29,6,5,26
1718,"陰","shade",2017-06-01 13:26:17,2017-06-13,4,14,40
1719,"予","beforehand",2017-03-20 22:54:34,2017-06-19,6,3,18
1720,"序","preface",2017-05-31 08:11:55,2017-09-16,7,5,26
1721,"預","deposit",2017-05-22 09:27:24,2017-06-23,5,20,41
1722,"野","plains",2017-05-23 07:01:06,2017-06-21,5,15,39
1723,"兼","concurrently",2017-05-29 13:14:47,2017-07-26,6,4,19
1724,"嫌","dislike",2017-05-14 09:17:26,2017-09-02,7,6,30
1725,"鎌","sickle",2017-04-17 13:50:16,2017-06-22,6,7,30
1726,"謙","self-effacing",2017-05-31 11:11:30,2017-06-17,4,14,39
1727,"廉","bargain",2017-05-23 09:41:16,2017-06-09,4,12,33
1728,"西","west",2017-04-27 11:38:35,2017-08-26,7,9,31
1729,"価","value",2017-05-01 18:08:03,2017-08-18,7,7,27
1730,"要","need",2017-05-14 09:17:26,2017-08-28,7,7,28
1731,"腰","loins",2017-05-18 07:23:12,2017-06-12,5,10,31
1732,"票","ballot",2017-05-28 20:41:01,2017-08-02,6,6,25
1733,"漂","drift",2017-05-28 20:38:36,2017-07-26,6,10,35
1734,"標","signpost",2017-05-29 13:59:57,2017-08-07,6,7,28
1735,"栗","chestnut",2017-05-26 09:57:41,2017-09-14,7,5,22
1736,"慄","shudder",2017-06-02 11:40:30,2017-08-02,6,11,32
1737,"遷","transition",2017-06-05 21:10:27,2017-06-21,4,18,44
1738,"覆","capsize",2017-06-02 11:40:30,2017-07-23,6,7,32
1739,"煙","smoke",2017-05-28 12:28:23,2017-08-03,6,8,29
1740,"南","south",2017-04-28 07:17:50,2017-09-09,7,3,17
1741,"楠","camphor tree",2017-06-03 17:20:21,2017-06-14,4,6,21
1742,"献","offering",2017-04-26 07:41:52,2017-08-29,7,11,38
1743,"門","gates",2017-06-07 23:53:56,2017-12-14,7,2,19
1744,"問","question",2017-03-14 09:25:03,2017-06-09,6,3,19
1745,"閲","review",2017-05-31 07:39:27,2017-08-03,6,7,30
1746,"閥","clique",2017-05-30 09:45:30,2017-06-10,4,12,33
1747,"間","interval",2017-05-02 12:50:49,2017-08-24,7,6,22
1748,"闇","pitch dark",2017-04-26 09:59:34,2017-08-30,7,8,24
1749,"簡","simplicity",2017-05-30 12:42:01,2017-06-14,4,16,41
1750,"開","open",2017-04-28 07:03:13,2017-09-03,7,4,24
1751,"閉","closed",2017-06-04 11:18:58,2017-08-02,6,6,30
1752,"閣","tower",2017-06-03 17:17:20,2017-08-28,6,5,24
1753,"閑","leisure",2017-05-29 14:49:55,2017-06-10,4,8,27
1754,"聞","hear",2017-05-29 14:50:18,2017-06-11,4,7,20
1755,"潤","wet",2017-04-18 17:55:37,2017-06-09,6,5,23
1756,"欄","column",2017-05-28 11:42:38,2017-06-30,5,15,48
1757,"闘","fight",2017-05-30 08:16:10,2017-08-05,6,7,23
1758,"倉","godown",2017-04-28 11:33:12,2017-09-09,7,6,25
1759,"創","genesis",2017-05-30 12:42:01,2017-06-13,4,13,36
1760,"非","un-",2017-05-06 23:38:56,2017-09-08,7,4,23
1761,"俳","haiku",2017-06-04 21:47:01,2017-07-24,6,8,31
1762,"排","repudiate",2017-06-01 13:27:38,2017-07-24,6,6,21
1763,"悲","sad",2017-04-24 15:31:12,2017-07-03,6,11,32
1764,"罪","guilt",2017-06-06 15:51:12,2017-06-14,3,14,32
1765,"輩","comrade",2017-06-03 17:17:30,2017-07-24,6,6,25
1766,"扉","front door",2017-05-31 08:11:55,2017-07-20,6,5,20
1767,"侯","marquis",2017-05-30 08:14:05,2017-07-21,6,10,34
1768,"喉","throat",2017-05-30 09:19:10,2017-08-04,6,6,21
1769,"候","climate",2017-06-04 11:30:35,2017-07-30,6,6,28
1770,"決","decide",2017-06-08 23:40:47,2017-08-15,6,8,27
1771,"快","cheerful",2017-05-30 12:49:10,2017-07-19,6,7,26
1772,"偉","admirable",2017-04-27 07:09:16,2017-08-28,7,9,32
1773,"違","difference",2017-05-30 12:49:10,2017-07-26,6,7,25
1774,"緯","horizontal",2017-05-31 08:11:55,2017-07-24,6,7,32
1775,"衛","defense",2017-05-26 09:57:42,2017-09-29,7,9,32
1776,"韓","Korea",2017-05-29 14:07:08,2017-08-04,6,8,32
1777,"干","dry",2017-05-27 22:40:14,2017-09-20,7,5,29
1778,"肝","liver",2017-04-17 13:50:16,2017-06-12,6,4,18
1779,"刊","publish",2017-05-29 13:52:08,2017-07-30,6,6,26
1780,"汗","sweat",2017-04-28 11:47:58,2017-08-18,7,5,27
1781,"軒","flats",2017-05-14 09:12:41,2017-09-03,7,7,29
1782,"岸","beach",2017-05-31 07:39:27,2017-06-11,4,7,27
1783,"幹","tree trunk",2017-06-04 21:47:01,2017-07-07,5,15,44
1784,"芋","potato",2017-05-18 07:22:36,2017-06-18,5,9,27
1785,"宇","eaves",2017-05-29 14:49:55,2017-06-11,4,16,39
1786,"余","too much",2017-04-28 11:47:58,2017-09-09,7,7,22
1787,"除","exclude",2017-06-04 22:17:06,2017-06-21,4,10,28
1788,"徐","gradually",2017-05-29 12:55:13,2017-07-18,6,17,43
1789,"叙","confer",2017-05-31 08:11:55,2017-06-16,4,13,28
1790,"途","route",2017-05-28 13:29:12,2017-06-12,4,10,29
1791,"斜","diagonal",2017-06-07 22:51:27,2017-06-14,3,34,60
1792,"塗","paint",2017-05-31 07:39:27,2017-06-15,4,16,35
1793,"束","bundle",2017-05-30 09:19:10,2017-08-07,6,4,20
1794,"頼","trust",2017-05-29 13:29:44,2017-08-03,6,8,24
1795,"瀬","rapids",2017-06-06 07:10:59,2017-06-22,4,12,33
1796,"勅","imperial order",2017-06-02 11:30:29,2017-06-17,4,11,33
1797,"疎","alienate",2017-06-02 11:40:30,2017-06-16,4,21,42
1798,"辣","bitter",2017-06-01 07:00:16,2017-06-14,4,22,45
1799,"速","quick",2017-04-27 07:27:31,2017-08-24,7,6,22
1800,"整","organize",2017-05-29 12:55:13,2017-07-30,6,11,33
1801,"剣","saber",2017-06-02 16:14:34,2017-08-10,6,7,27
1802,"険","precipitous",2017-06-04 22:17:06,2017-06-21,4,12,29
1803,"検","examination",2017-05-30 09:19:10,2017-07-20,6,9,32
1804,"倹","frugal",2017-05-29 22:57:54,2017-07-01,5,7,21
1805,"重","heavy",2017-05-29 12:47:27,2017-12-04,7,2,16
1806,"動","move",2017-05-29 12:47:27,2017-10-02,7,10,34
1807,"腫","tumor",2017-05-30 08:14:05,2017-07-25,6,5,17
1808,"勲","meritorious deed",2017-05-28 12:28:23,2017-07-22,6,11,27
1809,"働","work",2017-06-04 21:47:01,2017-08-04,6,5,20
1810,"種","species",2017-06-04 22:17:06,2017-06-20,4,7,25
1811,"衝","collide",2017-06-01 07:10:26,2017-08-02,6,5,23
1812,"薫","fragrant",2017-06-03 17:32:09,2017-08-12,6,13,35
1813,"病","ill",2017-05-30 12:21:31,2017-06-11,4,9,24
1814,"痴","stupid",2017-05-04 07:01:04,2017-08-27,7,3,20
1815,"痘","pox",2017-05-29 14:04:22,2017-08-05,6,6,22
1816,"症","symptoms",2017-05-04 13:55:32,2017-09-01,7,6,20
1817,"瘍","carbuncle",2017-06-01 07:00:16,2017-06-14,4,13,30
1818,"痩","lose weight",2017-05-30 09:17:45,2017-08-05,6,7,24
1819,"疾","rapidly",2017-06-02 16:14:34,2017-07-30,6,6,18
1820,"嫉","envy",2017-06-03 17:17:20,2017-06-15,4,17,31
1821,"痢","diarrhea",2017-05-14 09:17:26,2017-09-21,7,2,18
1822,"痕","scar",2017-05-07 22:46:01,2017-09-05,7,7,20
1823,"疲","tired",2017-05-04 07:06:36,2017-09-03,7,14,33
1824,"疫","epidemic",2017-05-28 10:50:10,2017-09-12,7,4,24
1825,"痛","pain",2017-05-29 14:07:47,2017-08-05,6,3,18
1826,"癖","mannerism",2017-04-05 19:33:06,2017-06-12,6,8,30
1827,"匿","hide",2017-05-31 07:39:27,2017-07-22,6,8,31
1828,"匠","artisan",2017-05-22 09:20:59,2017-09-24,7,3,23
1829,"医","doctor",2017-06-03 06:18:49,2017-09-29,7,6,28
1830,"匹","equal",2017-03-21 09:49:15,2017-06-27,6,7,27
1831,"区","ward",2017-06-04 11:18:58,2017-06-21,4,6,26
1832,"枢","hinge",2017-05-04 06:57:38,2017-08-24,7,6,28
1833,"殴","assault",2017-05-30 12:42:01,2017-08-05,6,10,35
1834,"欧","Europe",2017-05-28 20:44:48,2017-07-19,6,4,19
1835,"抑","repress",2017-06-05 21:14:45,2017-06-16,4,20,43
1836,"仰","faceup",2017-06-02 11:22:45,2017-07-26,6,6,25
1837,"迎","welcome",2017-05-26 22:46:56,2017-06-10,4,15,41
1838,"登","ascend",2017-05-30 07:07:11,2017-06-27,5,8,30
1839,"澄","lucidity",2017-06-02 11:22:43,2017-07-25,6,8,25
1840,"発","discharge",2017-05-31 07:39:27,2017-06-15,4,18,38
1841,"廃","abolish",2017-06-01 07:10:27,2017-06-12,4,24,40
1842,"僚","colleague",2017-05-31 08:11:55,2017-08-05,6,12,30
1843,"瞭","obvious",2017-06-02 11:30:29,2017-06-13,4,18,28
1844,"寮","dormitory",2017-06-03 17:20:21,2017-09-07,6,9,26
1845,"療","heal",2017-06-03 21:25:28,2017-06-14,4,28,54
1846,"彫","carve(blender)",2017-05-28 12:28:24,2017-07-21,6,10,37
1847,"形","shape",2017-06-06 22:34:23,2017-07-01,5,10,36
1848,"影","shadow",2017-05-15 14:19:23,2017-06-12,5,9,29
1849,"杉","cedar",2017-05-08 13:39:34,2017-07-08,6,6,25
1850,"彩","coloring",2017-06-02 16:14:34,2017-07-29,6,8,22
1851,"彰","patent",2017-05-28 11:26:20,2017-06-27,5,8,24
1852,"彦","lad",2017-06-02 11:30:29,2017-08-01,6,6,29
1853,"顔","face",2017-05-28 11:26:20,2017-06-26,5,8,24
1854,"須","ought",2017-05-14 09:17:26,2017-09-16,7,6,29
1855,"膨","swell",2017-05-30 20:51:12,2017-06-10,4,10,37
1856,"参","visit",2017-05-29 13:57:13,2017-07-21,6,9,37
1857,"惨","wretched",2017-05-29 14:04:22,2017-07-20,6,9,31
1858,"修","discipline",2017-05-30 07:07:10,2017-07-03,5,16,37
1859,"珍","rare",2017-06-02 11:40:30,2017-07-27,6,9,34
1860,"診","checkup",2017-06-04 11:14:25,2017-07-25,6,9,29
1861,"文","sentence",2017-04-28 11:43:04,2017-08-19,7,4,24
1862,"対","vis-a-vis",2017-05-29 13:57:13,2017-06-15,4,9,30
1863,"紋","family crest",2017-05-30 12:49:10,2017-07-31,6,6,29
1864,"蚊","mosquito",2017-05-04 06:57:37,2017-08-29,7,5,25
1865,"斑","speckled",2017-05-28 20:33:46,2017-07-21,6,6,20
1866,"斉","adjusted",2017-05-30 08:17:41,2017-07-19,6,7,28
1867,"剤","dose",2017-05-28 13:11:24,2017-07-27,6,7,31
1868,"済","finish",2017-05-26 10:00:52,2017-06-24,5,8,24
1869,"斎","purification",2017-06-03 21:19:53,2017-06-14,4,21,49
1870,"粛","solemn",2017-06-04 22:17:05,2017-06-20,4,23,46
1871,"塁","bases",2017-04-18 17:33:46,2017-06-14,6,8,29
1872,"楽","music",2017-05-26 09:57:41,2017-09-10,7,4,21
1873,"薬","medicine",2017-06-08 23:40:47,2017-08-14,6,7,23
1874,"率","ratio",2017-05-05 12:00:24,2017-07-09,6,8,28
1875,"渋","astringent",2017-04-27 06:55:46,2017-08-10,7,7,33
1876,"摂","vicarious",2017-06-01 11:49:44,2017-06-14,4,13,37
1877,"央","center",2017-03-03 09:40:40,2017-06-11,6,2,15
1878,"英","England",2017-04-27 12:07:09,2017-08-18,7,2,19
1879,"映","reflect",2017-04-28 11:40:07,2017-08-26,7,6,29
1880,"赤","red",2017-04-05 19:31:39,2017-07-02,6,1,13
1881,"赦","pardon",2017-06-01 07:10:26,2017-06-18,4,20,44
1882,"変","unusual",2017-05-12 07:20:35,2017-09-08,7,8,30
1883,"跡","tracks",2017-06-02 11:40:30,2017-06-15,4,23,45
1884,"蛮","barbarian",2017-05-30 08:16:10,2017-08-04,6,4,18
1885,"恋","romance",2017-04-28 11:43:04,2017-09-01,7,4,21
1886,"湾","gulf",2017-05-31 07:39:28,2017-06-13,4,9,28
1887,"黄","yellow",2017-05-28 12:42:34,2017-06-12,4,6,25
1888,"横","sideways",2017-05-30 12:49:10,2017-06-14,4,14,40
1889,"把","grasp",2017-05-29 12:50:07,2017-07-24,6,12,34
1890,"色","color",2017-06-04 11:30:35,2017-08-05,6,3,18
1891,"絶","discontinue",2017-05-14 19:00:55,2017-06-14,5,7,26
1892,"艶","glossy",2017-06-05 21:03:50,2017-07-26,6,12,32
1893,"肥","fertilizer",2017-06-03 17:32:09,2017-08-11,6,7,29
1894,"甘","sweet",2017-04-24 15:31:11,2017-06-14,6,5,20
1895,"紺","navy blue",2017-06-08 23:53:34,2017-06-13,2,16,39
1896,"某","so-and-so",2017-06-04 11:18:58,2017-07-24,6,4,20
1897,"謀","conspire",2017-04-28 11:43:04,2017-08-14,7,7,28
1898,"媒","mediator",2017-05-23 08:24:57,2017-06-17,5,11,32
1899,"欺","deceit",2017-05-29 13:34:16,2017-07-20,6,12,35
1900,"棋","chess piece",2017-06-01 07:10:26,2017-07-31,6,6,27
1901,"旗","national flag",2017-05-24 22:31:22,2017-06-10,4,12,34
1902,"期","period",2017-05-29 21:26:34,2017-06-09,4,15,41
1903,"碁","Go",2017-05-15 14:26:42,2017-09-22,7,4,21
1904,"基","fundamentals",2017-05-28 20:37:30,2017-07-21,6,6,26
1905,"甚","tremendously",2017-05-15 16:25:30,2017-07-21,6,10,33
1906,"勘","intuition",2017-06-05 21:43:27,2017-06-09,2,9,34
1907,"堪","withstand",2017-06-07 22:51:27,2017-06-12,3,14,44
1908,"貴","precious",2017-05-06 23:35:54,2017-09-06,7,6,26
1909,"遺","bequeath",2017-06-07 22:51:27,2017-06-14,3,27,57
1910,"遣","dispatch",2017-05-31 11:18:09,2017-07-21,6,21,45
1911,"潰","defile",2017-05-03 07:07:08,2017-09-09,7,4,19
1912,"舞","dance",2017-05-22 09:20:59,2017-09-13,7,8,31
1913,"無","nothingness",2017-03-19 12:01:10,2017-06-14,6,4,19
1914,"組","association",2017-05-30 12:49:10,2017-06-16,4,14,37
1915,"粗","coarse",2017-05-29 21:14:00,2017-06-09,4,12,32
1916,"租","tariff",2017-06-07 23:53:55,2017-07-02,5,9,28
1917,"狙","aim at",2017-04-05 19:27:55,2017-06-24,6,3,14
1918,"祖","ancestor",2017-06-05 21:22:45,2017-06-21,4,6,27
1919,"阻","thwart",2017-06-05 18:45:32,2017-07-28,6,9,34
1920,"査","investigate",2017-05-22 13:50:59,2017-07-25,6,8,27
1921,"助","help",2017-05-30 08:17:41,2017-06-12,4,11,31
1922,"宜","best regards",2017-05-26 09:59:47,2017-09-14,7,6,29
1923,"畳","tatami mat",2017-06-04 11:18:58,2017-08-04,6,12,37
1924,"並","row",2017-06-01 07:16:13,2017-07-25,6,6,21
1925,"普","universal",2017-06-08 23:52:21,2017-06-09,2,17,35
1926,"譜","musical score",2017-05-26 22:48:48,2017-06-09,4,16,37
1927,"湿","damp",2017-06-03 06:18:49,2017-06-18,4,15,44
1928,"顕","appear",2017-06-05 18:45:32,2017-06-21,4,13,31
1929,"繊","slender",2017-06-04 22:18:33,2017-06-30,5,12,33
1930,"霊","spirits",2017-06-08 23:45:37,2017-06-23,4,28,56
1931,"業","profession",2017-06-08 23:44:34,2017-07-05,5,18,42
1932,"撲","slap",2017-05-12 07:20:35,2017-06-15,5,8,28
1933,"僕","me",2017-06-05 21:25:42,2017-06-21,4,17,50
1934,"共","together",2017-03-14 10:05:11,2017-10-15,8,6,23
1935,"供","submit",2017-05-23 06:56:04,2017-06-24,5,8,28
1936,"異","uncommon",2017-05-28 11:12:43,2017-06-14,4,8,23
1937,"翼","wing",2017-05-30 09:17:44,2017-08-01,6,8,34
1938,"戴","accept humbly",2017-06-06 22:32:31,2017-06-17,4,13,26
